HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N3.HOG0001576	OG0001342	n0			WP_012593786.1		WP_084220187.1	WP_119259991.1
N3.HOG0001577	OG0001343	n1			WP_241392597.1			
N3.HOG0001578	OG0001343	n2			WP_015957314.1			
N3.HOG0001579	OG0001344	n1			WP_012596846.1			
N3.HOG0001580	OG0001344	n2			WP_012594870.1			
N3.HOG0001581	OG0001345	n0			WP_012593804.1		WP_044107332.1	WP_119260284.1
N3.HOG0001582	OG0001346	n0			WP_012597053.1		WP_044106892.1	WP_119260661.1
N3.HOG0001583	OG0001347	n0			WP_012594785.1		WP_044107345.1	WP_119260273.1
N3.HOG0001584	OG0001348	n0			WP_012593520.1		WP_044106271.1	WP_119259843.1
N3.HOG0001585	OG0001349	n0			WP_012596983.1		WP_044107180.1	WP_119260414.1
N3.HOG0001586	OG0001350	n0			WP_241392589.1			WP_232014603.1, WP_232014576.1
N3.HOG0001587	OG0001351	n0			WP_015785123.1		WP_044107384.1	WP_119260240.1
N3.HOG0001588	OG0001352	n0			WP_157861290.1, WP_049769521.1, WP_012597192.1			
N3.HOG0001589	OG0001353	n0			WP_012594721.1			
N3.HOG0001590	OG0001354	n1			WP_012597238.1			
N3.HOG0001591	OG0001354	n2			WP_012597239.1			
N3.HOG0001592	OG0001356	n0			WP_012594417.1		WP_044106504.1	WP_119260030.1
N3.HOG0001593	OG0001357	n0			WP_012595664.1		WP_044106110.1	WP_119259728.1
N3.HOG0001594	OG0001358	n0			WP_012595654.1			WP_119259466.1
N3.HOG0001595	OG0001359	n0			WP_012596404.1		WP_044106535.1	WP_119260053.1
N3.HOG0001596	OG0001360	n0			WP_012594606.1			
N3.HOG0001597	OG0001361	n1			WP_012594857.1			
N3.HOG0001598	OG0001361	n2			WP_012594127.1			
N3.HOG0001599	OG0001362	n0			WP_012596324.1		WP_044107177.1	WP_119260416.1
N3.HOG0001600	OG0001363	n0			WP_012594631.1		WP_044107339.1	WP_119260279.1
N3.HOG0001601	OG0001364	n0			WP_012596970.1		WP_044106329.1	WP_119259888.1
N3.HOG0001602	OG0001365	n0			WP_012594485.1		WP_044105779.1	WP_119259419.1
N3.HOG0001603	OG0001366	n0			WP_012593986.1		WP_044106278.1	WP_119259847.1
N3.HOG0001604	OG0001367	n0			WP_012594081.1			
N3.HOG0001605	OG0001368	n0			WP_012597174.1		WP_044106575.1	WP_119260078.1
N3.HOG0001606	OG0001369	n0			WP_012594705.1		WP_044107189.1	WP_119260404.1
N3.HOG0001607	OG0001370	n0			WP_012597188.1		WP_044105831.1	WP_119259472.1
N3.HOG0001608	OG0001371	n0			WP_012594632.1		WP_044106150.1	WP_119259762.1
N3.HOG0001609	OG0001372	n1			WP_012596930.1			
N3.HOG0001610	OG0001372	n2			WP_012594633.1			
N3.HOG0001611	OG0001373	n0			WP_012594254.1		WP_044106309.1	WP_119259875.1
N3.HOG0001612	OG0001374	n0			WP_012593961.1		WP_044105956.1	WP_119259594.1
N3.HOG0001613	OG0001375	n0			WP_012594679.1			
N3.HOG0001614	OG0001376	n1			WP_015957394.1			
N3.HOG0001615	OG0001376	n2			WP_012594548.1			
N3.HOG0001616	OG0001377	n0			WP_012596363.1		WP_044107160.1	WP_119260429.1
N3.HOG0001617	OG0001378	n0			WP_012597269.1		WP_044107638.1	WP_232014518.1
N3.HOG0001618	OG0001379	n1			WP_012597215.1			
N3.HOG0001619	OG0001379	n2			WP_012594237.1			
N3.HOG0001620	OG0001380	n0			WP_015785362.1		WP_044106377.1	WP_119259931.1
N3.HOG0001621	OG0001381	n0			WP_012595228.1			
N3.HOG0001622	OG0001382	n0			WP_012594654.1		WP_044106001.1	WP_119259639.1
N3.HOG0001623	OG0001383	n0			WP_012596822.1			
N3.HOG0001624	OG0001384	n0			WP_041229607.1		WP_044105928.1	WP_119259567.1
N3.HOG0001625	OG0001385	n0			WP_012594326.1, WP_012596406.1			WP_232014538.1
N3.HOG0001626	OG0001386	n0			WP_012594320.1		WP_044107076.1	WP_119260506.1
N3.HOG0001627	OG0001387	n0			WP_012594623.1		WP_044107503.1	WP_119260975.1
N3.HOG0001628	OG0001388	n0			WP_012595956.1, WP_012597263.1		WP_044105675.1	
N3.HOG0001629	OG0001389	n0			WP_012596394.1		WP_044106016.1	WP_119259652.1
N3.HOG0001630	OG0001390	n0			WP_012595451.1		WP_044106147.1	WP_119259758.1
N3.HOG0001631	OG0001391	n0			WP_012596443.1			
N3.HOG0001632	OG0001392	n0			WP_241392685.1			
N3.HOG0001633	OG0001393	n0			WP_012596583.1		WP_044107307.1	WP_119260312.1
N3.HOG0001634	OG0001395	n0			WP_015785148.1, WP_012595216.1			WP_119259462.1
N3.HOG0001635	OG0001396	n0			WP_012594067.1		WP_044107615.1	WP_119260964.1
N3.HOG0001636	OG0001397	n0			WP_012593473.1		WP_044106140.1	WP_119259752.1
N3.HOG0001637	OG0001398	n0			WP_012595904.1		WP_044105760.1	WP_119259405.1
N3.HOG0001638	OG0001399	n0			WP_012595903.1		WP_044105762.1	WP_119259406.1
N3.HOG0001639	OG0001400	n0			WP_012594227.1		WP_145972256.1	WP_119260290.1
N3.HOG0001640	OG0001401	n0			WP_015957426.1			WP_119259563.1
N3.HOG0001641	OG0001402	n0			WP_012596116.1		WP_171816439.1	WP_172582056.1
N3.HOG0001642	OG0001403	n0			WP_012595229.1		WP_044106002.1	WP_119259640.1
N3.HOG0001643	OG0001404	n0			WP_012593706.1		WP_044105802.1	WP_119259438.1
N3.HOG0001644	OG0001405	n0			WP_012596419.1			
N3.HOG0001645	OG0001406	n0			WP_012594780.1		WP_232509907.1	WP_119260922.1
N3.HOG0001646	OG0001407	n0			WP_012596838.1		WP_044107463.1	WP_119260181.1
N3.HOG0001647	OG0001408	n0					WP_044106765.1	WP_119260775.1
N3.HOG0001648	OG0001409	n0					WP_084220199.1	WP_172582090.1
N3.HOG0001649	OG0001410	n0					WP_044106764.1	WP_119260776.1
N3.HOG0001650	OG0001411	n0					WP_044106763.1	WP_119260777.1
N3.HOG0001651	OG0001412	n0			WP_012594750.1			
N3.HOG0001652	OG0001413	n0			WP_012594866.1		WP_044107704.1	WP_119260201.1
N3.HOG0001653	OG0001414	n0			WP_012593444.1		WP_044105544.1	WP_119260124.1
N3.HOG0001654	OG0001415	n0			WP_012596705.1			
N3.HOG0001655	OG0001416	n0			WP_012593414.1			
N3.HOG0001656	OG0001417	n0			WP_012593590.1, WP_012595632.1, WP_012596956.1			
N3.HOG0001657	OG0001418	n0			WP_012594249.1		WP_044107247.1	WP_119260354.1
N3.HOG0001658	OG0001419	n0			WP_012594190.1		WP_044106721.1	WP_119260810.1
N3.HOG0001659	OG0001420	n0			WP_012597282.1		WP_044106749.1	WP_119260790.1
N3.HOG0001660	OG0001421	n0			WP_012594339.1		WP_044106254.1	WP_119259833.1
N3.HOG0001661	OG0001422	n0			WP_012594493.1		WP_044107071.1	WP_119260511.1
N3.HOG0001662	OG0001423	n0			WP_012595230.1		WP_232509843.1	WP_119259641.1
N3.HOG0001663	OG0001424	n0			WP_012596262.1			
N3.HOG0001664	OG0001425	n0			WP_012596396.1		WP_044106385.1	WP_119259936.1
N3.HOG0001665	OG0001426	n0			WP_012596395.1		WP_044106386.1	WP_119259937.1
N3.HOG0001666	OG0001427	n0			WP_012597202.1		WP_044106719.1	WP_119260811.1
N3.HOG0001667	OG0001428	n0			WP_012593598.1, WP_012593779.1			
N3.HOG0001668	OG0001429	n0			WP_012595614.1			
N3.HOG0001669	OG0001430	n1			WP_012593405.1			
N3.HOG0001670	OG0001430	n2			WP_241392658.1			
N3.HOG0001671	OG0001431	n0			WP_012596906.1		WP_044107453.1	WP_119260190.1
N3.HOG0001672	OG0001432	n0			WP_015785157.1		WP_044107451.1	WP_119260191.1
N3.HOG0001673	OG0001433	n1			WP_012595740.1			
N3.HOG0001674	OG0001433	n2			WP_012593908.1			
N3.HOG0001675	OG0001434	n0			WP_012596609.1			
N3.HOG0001676	OG0001436	n0					WP_044106207.1	WP_119259807.1
N3.HOG0001677	OG0001437	n0			WP_012595636.1		WP_044106899.1	WP_119260656.1
N3.HOG0001678	OG0001438	n0			WP_041229715.1		WP_044107631.1	WP_119261043.1
N3.HOG0001679	OG0001439	n1			WP_203427691.1			
N3.HOG0001680	OG0001439	n2			WP_012596374.1			
N3.HOG0001681	OG0001440	n1			WP_012595715.1			
N3.HOG0001682	OG0001440	n2			WP_012596348.1			
N3.HOG0001683	OG0001441	n0			WP_203427673.1		WP_084220194.1	WP_119260875.1
N3.HOG0001684	OG0001442	n0			WP_012596689.1			WP_172582077.1
N3.HOG0001685	OG0001443	n0			WP_012596812.1		WP_044105607.1	WP_119259295.1
N3.HOG0001686	OG0001444	n0			WP_012595616.1		WP_044106316.1	WP_119260944.1
N3.HOG0001687	OG0001445	n0			WP_012596111.1		WP_044105466.1	WP_119260153.1
N3.HOG0001688	OG0001446	n1			WP_241392584.1			
N3.HOG0001689	OG0001446	n2			WP_012594747.1			
N3.HOG0001690	OG0001447	n0			WP_012594455.1			
N3.HOG0001691	OG0001448	n0			WP_012593667.1		WP_044105746.1	WP_119259397.1
N3.HOG0001692	OG0001449	n0			WP_012595939.1		WP_044106758.1	WP_119260782.1
N3.HOG0001693	OG0001450	n1			WP_012594305.1			
N3.HOG0001694	OG0001450	n2			WP_012594158.1			
N3.HOG0001695	OG0001451	n1			WP_241392632.1			
N3.HOG0001696	OG0001451	n2			WP_012595405.1			
N3.HOG0001697	OG0001452	n0			WP_012594152.1		WP_044106561.1	WP_232014585.1
N3.HOG0001698	OG0001453	n0			WP_012594552.1		WP_044106959.1	WP_119260604.1
N3.HOG0001699	OG0001454	n0			WP_012594242.1		WP_044106093.1	WP_119259718.1
N3.HOG0001700	OG0001455	n0			WP_012596127.1		WP_044107479.1	WP_119260160.1
N3.HOG0001701	OG0001456	n0			WP_041229655.1, WP_241392731.1			
N3.HOG0001702	OG0001457	n0			WP_012596432.1		WP_044106939.1	WP_119260622.1
N3.HOG0001703	OG0001458	n0			WP_012594375.1		WP_084220169.1	WP_119259486.1
N3.HOG0001704	OG0001459	n0			WP_012597177.1		WP_044107356.1	WP_119260265.1
N3.HOG0001705	OG0001460	n0			WP_012597178.1		WP_044107354.1	WP_119260266.1
N3.HOG0001706	OG0001461	n0			WP_012597179.1		WP_044107352.1	WP_119260267.1
N3.HOG0001707	OG0001462	n0			WP_012595013.1		WP_044107277.1	WP_119260335.1
N3.HOG0001708	OG0001463	n0			WP_012596039.1			WP_119260453.1
N3.HOG0001709	OG0001466	n0			WP_241392582.1		WP_044107088.1	WP_119260489.1
N3.HOG0001710	OG0001467	n0			WP_015957398.1, WP_015957434.1, WP_015785382.1			
N3.HOG0001711	OG0001468	n0			WP_012594646.1		WP_044107480.1	WP_119260976.1
N3.HOG0001712	OG0001469	n0			WP_012594648.1		WP_044107482.1	WP_119260161.1
N3.HOG0001713	OG0001470	n0			WP_012595826.1			
N3.HOG0001714	OG0001471	n0			WP_012595261.1		WP_232509845.1, WP_232509846.1	
N3.HOG0001715	OG0001472	n0			WP_015785170.1		WP_044106873.1	WP_119260680.1
N3.HOG0001716	OG0001473	n0			WP_012596859.1		WP_044106730.1	WP_119260803.1
N3.HOG0001717	OG0001474	n0			WP_012596860.1		WP_044106731.1	WP_119260802.1
N3.HOG0001718	OG0001475	n1			WP_012595581.1			
N3.HOG0001719	OG0001475	n2			WP_241392730.1			
N3.HOG0001720	OG0001476	n1			WP_012594719.1			
N3.HOG0001721	OG0001476	n2			WP_012593386.1			
N3.HOG0001722	OG0001477	n0			WP_012595543.1			
N3.HOG0001723	OG0001478	n0			WP_041229739.1		WP_044106481.1	WP_119260006.1
N3.HOG0001724	OG0001479	n0			WP_012596069.1		WP_044105897.1	WP_119259538.1
N3.HOG0001725	OG0001480	n0			WP_012596068.1		WP_044105898.1	WP_119259539.1
N3.HOG0001726	OG0001481	n0			WP_012596464.1		WP_145972254.1	WP_119260384.1
N3.HOG0001727	OG0001482	n0			WP_012593973.1		WP_044105848.1	WP_119259487.1
N3.HOG0001728	OG0001483	n0			WP_012593492.1			WP_119259583.1
N3.HOG0001729	OG0001484	n0			WP_012594510.1		WP_044107170.1	WP_119260419.1
N3.HOG0001730	OG0001485	n0			WP_012593793.1		WP_171816466.1	WP_172582117.1
N3.HOG0001731	OG0001486	n0			WP_012593562.1		WP_052470649.1	WP_119260289.1
N3.HOG0001732	OG0001487	n0			WP_015785159.1		WP_044106249.1	WP_119259831.1
N3.HOG0001733	OG0001488	n0			WP_012595933.1		WP_044105984.1	WP_119259623.1
N3.HOG0001734	OG0001489	n0			WP_012595478.1		WP_044106715.1	WP_119260813.1
N3.HOG0001735	OG0001490	n0			WP_012594274.1		WP_044107368.1	WP_119260252.1
N3.HOG0001736	OG0001491	n0			WP_012595673.1		WP_044105919.1	WP_119260910.1
N3.HOG0001737	OG0001492	n0			WP_015785158.1		WP_044105917.1	WP_119259558.1
N3.HOG0001738	OG0001493	n0			WP_012594737.1		WP_044106480.1	WP_119260005.1
N3.HOG0001739	OG0001494	n0			WP_012593906.1		WP_044106840.1	WP_119260711.1
N3.HOG0001740	OG0001495	n0			WP_012594690.1		WP_044106838.1	WP_119260712.1
N3.HOG0001741	OG0001496	n0			WP_012593697.1		WP_052470599.1	
N3.HOG0001742	OG0001497	n0			WP_012594072.1		WP_044106126.1	WP_119259738.1
N3.HOG0001743	OG0001498	n0			WP_012596551.1		WP_044106903.1	WP_119260653.1
N3.HOG0001744	OG0001499	n0			WP_012596550.1		WP_044106905.1	WP_119260652.1
N3.HOG0001745	OG0001500	n0			WP_012595597.1		WP_044106391.1	WP_119259944.1
N3.HOG0001746	OG0001501	n0			WP_012593406.1		WP_044106849.1	WP_119260704.1
N3.HOG0001747	OG0001502	n0			WP_015957390.1			
N3.HOG0001748	OG0001503	n0			WP_012596317.1, WP_012596951.1, WP_012593077.1			
N3.HOG0001749	OG0001504	n0			WP_041229590.1		WP_044106929.1	WP_119260629.1
N3.HOG0001750	OG0001505	n0			WP_012595922.1		WP_044107132.1	WP_119260448.1
N3.HOG0001751	OG0001507	n0			WP_012594241.1		WP_044107186.1	WP_119260407.1
N3.HOG0001752	OG0001508	n0			WP_012595021.1		WP_044106604.1	WP_119260112.1
N3.HOG0001753	OG0001509	n0			WP_012593005.1			
N3.HOG0001754	OG0001510	n0			WP_015785192.1		WP_171816408.1	WP_172582101.1
N3.HOG0001755	OG0001511	n0			WP_012596909.1			
N3.HOG0001756	OG0001512	n1			WP_203427705.1			
N3.HOG0001757	OG0001512	n2			WP_012596826.1			
N3.HOG0001758	OG0001513	n1			WP_012593484.1			
N3.HOG0001759	OG0001513	n2			WP_012594714.1			
N3.HOG0001760	OG0001514	n0			WP_012594486.1		WP_070104601.1	WP_232014553.1
N3.HOG0001761	OG0001515	n0			WP_012597064.1			
N3.HOG0001762	OG0001516	n0			WP_012593643.1		WP_232509882.1	WP_119260469.1
N3.HOG0001763	OG0001517	n0			WP_012593718.1		WP_044105703.1	WP_119259370.1
N3.HOG0001764	OG0001518	n0			WP_012594307.1		WP_044106120.1	WP_119259735.1
N3.HOG0001765	OG0001519	n0			WP_012595271.1		WP_171816372.1	WP_119259443.1
N3.HOG0001766	OG0001520	n1			WP_012594365.1			
N3.HOG0001767	OG0001520	n2			WP_012594357.1			
N3.HOG0001768	OG0001521	n0			WP_012593954.1		WP_044105957.1	WP_119259595.1
N3.HOG0001769	OG0001522	n0			WP_012595791.1		WP_044106327.1	WP_119259887.1
N3.HOG0001770	OG0001523	n0			WP_012597221.1		WP_044105721.1	WP_119259383.1
N3.HOG0001771	OG0001524	n0			WP_012595168.1, WP_012596226.1, WP_015957395.1			
N3.HOG0001772	OG0001525	n0			WP_012593431.1, WP_012596955.1		WP_044107218.1	
N3.HOG0001773	OG0001526	n0			WP_012596823.1		WP_044106252.1	WP_119259832.1
N3.HOG0001774	OG0001527	n0			WP_012594473.1		WP_044105794.1	WP_119259428.1
N3.HOG0001775	OG0001528	n0			WP_012595081.1		WP_044107096.1	WP_119260477.1
N3.HOG0001776	OG0001529	n0			WP_012593731.1		WP_044106844.1	WP_119260708.1
N3.HOG0001777	OG0001530	n0			WP_012595895.1		WP_044107190.1	WP_119260403.1
N3.HOG0001778	OG0001531	n0			WP_241392695.1		WP_044106562.1	WP_119260070.1
N3.HOG0001779	OG0001532	n0			WP_012594531.1		WP_044105912.1	WP_119259552.1
N3.HOG0001780	OG0001533	n0			WP_012593895.1			
N3.HOG0001781	OG0001534	n0			WP_012593896.1			
N3.HOG0001782	OG0001535	n0			WP_012594543.1		WP_044106571.1	WP_119260074.1
N3.HOG0001783	OG0001536	n0			WP_012596053.1		WP_044106538.1	WP_119260055.1
N3.HOG0001784	OG0001537	n0			WP_012594559.1		WP_044105697.1	WP_119259366.1
N3.HOG0001785	OG0001538	n0			WP_012596162.1		WP_044105698.1	WP_119259367.1
N3.HOG0001786	OG0001539	n0			WP_012593586.1		WP_044106879.1	WP_119260676.1
N3.HOG0001787	OG0001540	n0			WP_012596715.1		WP_044106668.1	WP_119260842.1
N3.HOG0001788	OG0001541	n0			WP_012596713.1		WP_044106665.1	WP_119260844.1
N3.HOG0001789	OG0001542	n0			WP_012593705.1		WP_044107357.1	WP_119260264.1
N3.HOG0001790	OG0001543	n0			WP_012595816.1		WP_044107202.1	WP_119260394.1
N3.HOG0001791	OG0001544	n0			WP_012595363.1		WP_044105882.1	WP_119259525.1
N3.HOG0001792	OG0001545	n0			WP_041229771.1		WP_044107545.1	WP_119260908.1
N3.HOG0001793	OG0001546	n0			WP_012596235.1, WP_012596244.1, WP_012595516.1			
N3.HOG0001794	OG0001547	n0			WP_012595505.1, WP_012597167.1, WP_012595521.1			
N3.HOG0001795	OG0001548	n0			WP_012593725.1		WP_044106500.1	WP_119260028.1
N3.HOG0001796	OG0001549	n0			WP_015957369.1		WP_052470613.1	WP_232014560.1
N3.HOG0001797	OG0001550	n0			WP_012595777.1		WP_044106507.1	WP_119260033.1
N3.HOG0001798	OG0001551	n0			WP_012596834.1, WP_049769552.1		WP_232509927.1	
N3.HOG0001799	OG0001552	n0			WP_012594145.1		WP_232509825.1	WP_119259360.1
N3.HOG0001800	OG0001553	n0			WP_012595537.1			
N3.HOG0001801	OG0001554	n0			WP_012593587.1		WP_044107702.1	WP_119260210.1
N3.HOG0001802	OG0001555	n0			WP_012597127.1		WP_044106212.1	WP_119259809.1
N3.HOG0001803	OG0001556	n0			WP_012594881.1		WP_145972226.1	WP_119260934.1
N3.HOG0001804	OG0001557	n0			WP_012594428.1		WP_232509877.1	WP_119260527.1
N3.HOG0001805	OG0001558	n0			WP_012596180.1		WP_044105644.1	WP_119259328.1
N3.HOG0001806	OG0001559	n0			WP_012596135.1		WP_044106201.1	WP_119259801.1
N3.HOG0001807	OG0001560	n0			WP_012594191.1		WP_044106202.1	WP_119259802.1
N3.HOG0001808	OG0001561	n0			WP_012594736.1, WP_012595030.1			
N3.HOG0001809	OG0001562	n0			WP_012594370.1		WP_044107112.1	WP_119260465.1
N3.HOG0001810	OG0001563	n0			WP_012594369.1		WP_044107111.1	WP_119260466.1
N3.HOG0001811	OG0001564	n0			WP_012594368.1		WP_044107110.1	WP_119261004.1
N3.HOG0001812	OG0001565	n0			WP_012594367.1		WP_044107109.1	WP_119260467.1
N3.HOG0001813	OG0001566	n0			WP_241392613.1		WP_044105977.1	WP_119259614.1
N3.HOG0001814	OG0001567	n1			WP_012594027.1			
N3.HOG0001815	OG0001567	n2			WP_012596824.1			
N3.HOG0001816	OG0001568	n0			WP_015957327.1		WP_044107406.1	WP_119260222.1
N3.HOG0001817	OG0001569	n0			WP_015957432.1		WP_044106331.1	WP_119259892.1
N3.HOG0001818	OG0001570	n0			WP_012796756.1		WP_044105709.1	WP_119259373.1
N3.HOG0001819	OG0001571	n0			WP_012593715.1		WP_044105707.1	WP_119259372.1
N3.HOG0001820	OG0001572	n0			WP_012594034.1		WP_044106338.1	WP_119259900.1
N3.HOG0001821	OG0001573	n0			WP_012595043.1		WP_044106796.1	WP_119260758.1
N3.HOG0001822	OG0001574	n0			WP_012595045.1		WP_044106795.1	WP_119260760.1
N3.HOG0001823	OG0001575	n1			WP_012595606.1			
N3.HOG0001824	OG0001575	n2			WP_012594213.1			
N3.HOG0001825	OG0001576	n0			WP_012595350.1		WP_044105769.1	WP_119259411.1
N3.HOG0001826	OG0001577	n0			WP_012594678.1		WP_044106790.1	WP_119260762.1
N3.HOG0001827	OG0001578	n0			WP_012595825.1		WP_044107577.1	WP_119260925.1
N3.HOG0001828	OG0001579	n0			WP_012594808.1		WP_044105881.1	WP_119259522.1
N3.HOG0001829	OG0001580	n0			WP_012594809.1		WP_044105880.1	WP_119259521.1
N3.HOG0001830	OG0001581	n0			WP_203427716.1		WP_044105879.1	WP_119259520.1
N3.HOG0001831	OG0001582	n0			WP_012593597.1		WP_044106830.1	WP_119260720.1
N3.HOG0001832	OG0001583	n0			WP_203427719.1		WP_044105939.1	WP_119259579.1
N3.HOG0001833	OG0001584	n0			WP_012593467.1, WP_012596677.1, WP_241392614.1			
N3.HOG0001834	OG0001585	n0			WP_012594010.1		WP_044106075.1	WP_119259704.1
N3.HOG0001835	OG0001586	n0			WP_012594815.1			
N3.HOG0001836	OG0001587	n0			WP_012595414.1		WP_044106971.1	WP_119260588.1
N3.HOG0001837	OG0001588	n0			WP_012594380.1		WP_044106196.1	WP_119259793.1
N3.HOG0001838	OG0001589	n0			WP_012596799.1		WP_044107158.1	WP_119260431.1
N3.HOG0001839	OG0001590	n0			WP_012594265.1		WP_044107512.1	WP_119259309.1
N3.HOG0001840	OG0001591	n1			WP_012594745.1			
N3.HOG0001841	OG0001591	n2			WP_015957319.1			
N3.HOG0001842	OG0001592	n0			WP_012593026.1, WP_012594596.1			WP_119260480.1
N3.HOG0001843	OG0001593	n0			WP_012594956.1		WP_044106760.1	WP_119260780.1
N3.HOG0001844	OG0001594	n0			WP_012595557.1		WP_145972229.1	WP_119259881.1
N3.HOG0001845	OG0001595	n0			WP_012596656.1		WP_171816411.1	WP_172582099.1
N3.HOG0001846	OG0001596	n0			WP_012595162.1		WP_044106641.1	WP_119260869.1
N3.HOG0001847	OG0001597	n0			WP_012596840.1, WP_012597001.1			WP_197715882.1
N3.HOG0001848	OG0001598	n0			WP_012595695.1, WP_012596563.1			WP_172581997.1
N3.HOG0001849	OG0001599	n0			WP_012595540.1		WP_044107183.1	WP_119260412.1
N3.HOG0001850	OG0001600	n0			WP_012594641.1		WP_044107093.1	WP_119260481.1
N3.HOG0001851	OG0001601	n0			WP_012596874.1		WP_044107509.1	WP_119260887.1
N3.HOG0001852	OG0001602	n0			WP_012595824.1		WP_044106820.1	WP_119260732.1
N3.HOG0001853	OG0001603	n0			WP_012595163.1		WP_044106638.1	WP_119260870.1
N3.HOG0001854	OG0001604	n0			WP_012594701.1		WP_044107275.1	WP_119260336.1
N3.HOG0001855	OG0001605	n0			WP_012593775.1		WP_044106515.1	WP_119260040.1
N3.HOG0001856	OG0001606	n0			WP_012594387.1		WP_044107146.1	WP_119260438.1
N3.HOG0001857	OG0001607	n0			WP_012596605.1		WP_044107655.1	WP_119260667.1
N3.HOG0001858	OG0001608	n0			WP_012594677.1		WP_044106931.1	WP_119260627.1
N3.HOG0001859	OG0001609	n0			WP_012594590.1		WP_171816377.1	WP_232014552.1
N3.HOG0001860	OG0001610	n0			WP_015957294.1		WP_044107318.1	WP_119260301.1
N3.HOG0001861	OG0001611	n0			WP_015957407.1		WP_044106067.1	WP_119259695.1
N3.HOG0001862	OG0001612	n0			WP_012594711.1		WP_044107549.1	WP_119259589.1
N3.HOG0001863	OG0001613	n0			WP_012594628.1		WP_044107394.1	WP_119260231.1
N3.HOG0001864	OG0001614	n0			WP_012594181.1		WP_044106724.1	WP_119260809.1
N3.HOG0001865	OG0001615	n1			WP_012595512.1			
N3.HOG0001866	OG0001615	n2			WP_012596227.1			
N3.HOG0001867	OG0001616	n0			WP_241392579.1		WP_044106485.1	WP_119260013.1
N3.HOG0001868	OG0001617	n0			WP_012593469.1		WP_171816423.1	WP_172582078.1
N3.HOG0001869	OG0001618	n1			WP_015957286.1			
N3.HOG0001870	OG0001618	n2			WP_012594841.1			
N3.HOG0001871	OG0001619	n0			WP_012594653.1		WP_044105999.1	WP_119259638.1
N3.HOG0001872	OG0001620	n0			WP_015957289.1, WP_012596372.1, WP_012594111.1			
N3.HOG0001873	OG0001621	n0			WP_012595850.1		WP_044107338.1	WP_119260280.1
N3.HOG0001874	OG0001622	n0			WP_015957324.1		WP_232509884.1	WP_119260428.1
N3.HOG0001875	OG0001623	n0			WP_012593845.1, WP_012593991.1, WP_012593994.1			
N3.HOG0001876	OG0001624	n0			WP_012594722.1		WP_044105730.1	WP_119259389.1
N3.HOG0001877	OG0001625	n0			WP_012594065.1, WP_012596934.1, WP_012595803.1			
N3.HOG0001878	OG0001626	n0			WP_012596020.1		WP_044106531.1	WP_119260050.1
N3.HOG0001879	OG0001627	n0			WP_012593010.1			
N3.HOG0001880	OG0001628	n0			WP_012596861.1		WP_044106732.1	WP_119260801.1
N3.HOG0001881	OG0001629	n0			WP_012596921.1		WP_044107465.1	WP_119260180.1
N3.HOG0001882	OG0001630	n0			WP_012594573.1		WP_232509910.1	WP_119259986.1
N3.HOG0001883	OG0001631	n0			WP_012595873.1		WP_044106649.1	WP_119260856.1
N3.HOG0001884	OG0001632	n0			WP_012595872.1		WP_044106650.1	WP_119260855.1
N3.HOG0001885	OG0001633	n0			WP_012596962.1			WP_119259729.1
N3.HOG0001886	OG0001634	n0			WP_012596936.1		WP_044105929.1	WP_119259568.1
N3.HOG0001887	OG0001635	n0			WP_012596754.1			
N3.HOG0001888	OG0001636	n0			WP_012593788.1		WP_044107303.1	WP_119260315.1
N3.HOG0001889	OG0001637	n0			WP_012595501.1		WP_044106645.1	WP_119260864.1
N3.HOG0001890	OG0001638	n0			WP_012596690.1		WP_232509904.1	WP_119260913.1
N3.HOG0001891	OG0001639	n0			WP_012596023.1		WP_044105951.1	WP_232014551.1
N3.HOG0001892	OG0001640	n0			WP_012596920.1		WP_044105803.1	WP_119259440.1
N3.HOG0001893	OG0001641	n0			WP_012596843.1, WP_012595617.1, WP_015957354.1			
N3.HOG0001894	OG0001642	n0			WP_012593506.1		WP_044107057.1	WP_119260523.1
N3.HOG0001895	OG0001643	n0			WP_012595807.1		WP_044107434.1	WP_119260204.1
N3.HOG0001896	OG0001644	n1			WP_012594729.1			
N3.HOG0001897	OG0001644	n2			WP_012595254.1			
N3.HOG0001898	OG0001645	n0			WP_012594917.1		WP_044106511.1	WP_119260036.1
N3.HOG0001899	OG0001646	n0			WP_012596368.1		WP_044105860.1	WP_119259499.1
N3.HOG0001900	OG0001647	n0			WP_012596369.1		WP_044105859.1	WP_172582007.1
N3.HOG0001901	OG0001648	n0			WP_012596305.1		WP_044106436.1	WP_119259977.1
N3.HOG0001902	OG0001649	n0			WP_012595647.1		WP_044105749.1	WP_119259399.1
N3.HOG0001903	OG0001650	n0			WP_012595709.1		WP_044106995.1	WP_119260576.1
N3.HOG0001904	OG0001651	n0			WP_012596158.1		WP_195910196.1	WP_172582109.1
