Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA.gbff,Crocosphaera_subtropica_ATCC_51142.gbff,Rippkaea_orientalis_PCC_8801.gbff,cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1.gbff,cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko.gbff,cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB.gbff
2206_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2207_50S_ribosome-binding...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2208_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2209_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2210_sulfite_exporter_Tau...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2213_AbrB-MazE-SpoVT_fami...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2214_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2215_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2216_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2217_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,1,1
2218_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2220_ComF_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2221_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,1,1,1,1,1
2222_c-type_cytochrome.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2224_bifunctional_4-hydro...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2225_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2226_S8_family_serine_pep...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2229_restriction_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2230_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2232_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2233_Ppx-GppA_family_phos...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2234_RNA_polymerase_sigma...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2238_CO2_hydration_protei...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2241_energy_transducer_To...faa,,,,,,,,,,,,,,0,1,0,0,1,1
2242_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2243_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2244_bchH.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2245_PIN_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2246_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2247_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2248_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2249_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2250_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2251_rfbB.faa,,,,,,,,,,,,,,0,1,1,0,0,1
2252_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2253_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2257_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2258_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2259_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2260_ilvN.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2261_Calvin_cycle_protein...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2264_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2265_DUF29_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2267_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2269_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2276_RNA_polymerase_sigma...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2277_DevA_family_ABC_tran...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2278_ABC_exporter_membran...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2279_devC.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2280_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2282_pyridoxamine_5--phos...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2283_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2286_NACHT_domain-contain...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2287_response_regulator.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2288_response_regulator.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2290_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2291_psbC.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2292_psbD.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2293_GatB-YqeY_domain-con...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2294_CHAD_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2295_succinate_dehydrogen...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2296_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2297_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2299_delta-aminolevulinic...faa,,,,,,,,,,,,,,0,1,0,0,1,1
2300_ATP-dependent_6-phos...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2301_type_I_restriction_e...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2302_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2303_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2304_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2305_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2306_sterol_desaturase_fa...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2307_AI-2E_family_transpo...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2308_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2309_response_regulator_t...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2310_ferredoxin.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2311_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2312_DUF4058_family_prote...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2313_sufR.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2316_DUF4351_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2318_diguanylate_cyclase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2319_PhnD-SsuA-transferri...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2320_4-oxalocrotonate_tau...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2321_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2322_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2323_cytochrome_P450.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2324_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2325_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2326_CatB-related_O-acety...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2327_RICIN_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2328_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2329_pyruvate_kinase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2334_molybdenum_cofactor_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2335_glmM.faa,,,,,,,,,,,,,,0,1,1,1,1,1
2337_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2338_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2340_response_regulator.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2341_chemotaxis_protein_C...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2342_methyl-accepting_che...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2343_hybrid_sensor_histid...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2344_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2346_tRNA_-cytidine-34--2...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2347_peptidoglycan_DD-met...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2348_tyrosine-type_recomb...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2349_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2350_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2351_serine-threonine-pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2352_phospholipase_D-like...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2353_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2354_TIGR00266_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2355_TIGR00266_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2356_TIGR00266_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2357_M48_family_metallope...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2358_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2359_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2361_photosystem_II_react...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2363_TolB_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2364_PD40_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2365_DUF362_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2366_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2367_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2368_bifunctional_serine-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2369_ABC-ATPase_domain-co...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2372_adenosine_deaminase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2374_zinc_metalloprotease...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2375_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2378_HAD-IIIC_family_phos...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2379_response_regulator.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2380_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2383_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2384_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2385_extracellular_solute...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2386_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2387_glycosyltransferase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2389_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2390_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2391_lipA.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2392_EAL_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2395_-2Fe-2S--binding_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2396_FAD-dependent_monoox...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2398_hemolysin_family_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2400_psbQ.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2401_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2405_heme-binding_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2406_aldo-keto_reductase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2407_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2408_trmFO.faa,,,,,,,,,,,,,,0,1,1,0,0,1
2409_DUF4058_family_prote...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2411_metallophosphoestera...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2413_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2414_DUF411_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2415_multicopper_oxidase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2417_M48_family_metallope...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2418_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2425_Maf-like_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2426_photosystem_II_react...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2428_Rieske_-2Fe-2S-_prot...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2429_alpha-amylase_family...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2430_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2432_folD.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2434_NUDIX_hydrolase.faa,,,,,,,,,,,,,,0,1,1,0,0,1
2435_Coq4_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2436_LapA_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2437_response_regulator_t...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2440_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2441_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2442_phosphotransacetylas...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2443_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,0
2444_SulP_family_inorgani...faa,,,,,,,,,,,,,,0,1,0,0,1,1
2445_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2446_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,1
2447_trpD.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2448_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2450_AbrB-MazE-SpoVT_fami...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2451_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2453_ahcY.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2454_acyltransferase_fami...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2455_amino_acid_permease.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2456_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2457_NAD-P--+-_transhydro...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2458_NAD-P-_transhydrogen...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2459_Re-Si-specific_NAD-P...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2460_TOBE_domain-containi...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2461_plasma-membrane_prot...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2463_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2464_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2465_amidohydrolase_famil...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2466_amidohydrolase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2467_DMT_family_transport...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2468_phosphoribosyltransf...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2469_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2470_SIMPL_domain-contain...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2471_mercuric_reductase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2472_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2473_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2474_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2475_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2476_psbH.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2480_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2481_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2482_PIN_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2483_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2485_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2486_efflux_RND_transport...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2487_carbonic_anhydrase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2488_DUF1269_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2489_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2490_DUF4079_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,1
2495_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2496_RNA-guided_endonucle...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2497_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2502_pstS.faa,,,,,,,,,,,,,,0,1,1,1,1,1
2503_PstS_family_phosphat...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2505_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2506_glgA.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2508_-2Fe-2S--binding_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,1
2509_psbM.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2510_YebC-PmpR_family_DNA...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2511_DNA_phosphorothioati...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2513_proA.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2514_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2515_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2516_DUF1622_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2519_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2520_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2521_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2522_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2523_ImmA-IrrE_family_met...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2527_M10_family_metallope...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2530_cation_diffusion_fac...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2531_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2532_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2533_phycobilisome_rod-co...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2538_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2541_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2542_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2544_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2545_DUF2281_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2546_retropepsin-like_dom...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2547_HAD_family_phosphata...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2548_aspartate_1-decarbox...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2551_D-alanyl-D-alanine_c...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2552_host_attachment_prot...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2554_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2555_amino_acid_ABC_trans...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2556_fmt.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2557_DUF6464_family_prote...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2558_HupE-UreJ_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2559_cysteine_peptidase_f...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2560_nifJ.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2561_three-Cys-motif_part...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2562_phage_Gp37-Gp68_fami...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2563_DNA_methyltransferas...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2565_M4_family_metallopep...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2566_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2567_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2568_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2569_glycosyltransferase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2570_ispD.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2571_DUF1802_family_prote...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2574_recombinase_family_p...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2575_peptidase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2576_HAMP_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2577_response_regulator_t...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2578_4Fe-4S_binding_prote...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2580_glpK.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2581_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2582_YbjN_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2583_CocE-NonD_family_hyd...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2584_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2585_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2586_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2587_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2589_Cof-type_HAD-IIB_fam...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2592_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2593_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2594_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2595_ferredoxin--NADP-+-_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2596_phosphoribulokinase.faa,,,,,,,,,,,,,,0,1,1,0,1,1
2598_Glu-Leu-Phe-Val_dehy...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2599_phosphoribosylanthra...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2600_psaK.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2601_FHA_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2603_cellulose_synthase_c...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2606_FAD-binding_oxidored...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2607_CAP_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2609_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2610_cadA.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2611_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2612_DUF5132_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2613_RNA-binding_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,0
2615_ribonuclease_H-like_...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2617_2-phosphosulfolactat...faa,,,,,,,,,,,,,,0,1,1,0,0,1
2618_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2619_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2620_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2621_MBOAT_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2622_acyl_carrier_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2623_cytochrome_P450.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2624_fatty_acyl-AMP_ligas...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2626_AMP-binding_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2627_LL-diaminopimelate_a...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2628_thioredoxin_domain-c...faa,,,,,,,,,,,,,,0,1,1,0,1,1
2631_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2633_FTR1_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2634_ABC_transporter_subs...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2635_VWA_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2636_50S_ribosome-binding...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2637_ovoA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2638_egtD.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2639_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2640_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2641_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2642_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2643_Mo-dependent_nitroge...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2644_fasciclin_domain-con...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2646_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2647_isochorismatase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2649_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2650_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2651_M67_family_metallope...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2655_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2656_DNA_adenine_methylas...faa,,,,,,,,,,,,,,0,1,1,0,0,1
2657_L-threonylcarbamoyla...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2660_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2661_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
2662_GYF_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,0,0
2664_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2665_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2666_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2667_type_II_restriction_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
2668_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
2669_DNA_methylase_N-4-N-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
